Keyword,Extracted Sentence
differences,"The U.S. and the international community seek a resolution to differences with Iran.
"
differences,"The Holy Land will remain a symbol of our differences, instead of our common humanity."
main,"Two years ago this month, a financial crisis on Wall Street devastated American families on Main Street."
main,"The Holy Land will remain a symbol of our differences, instead of our common humanity."
settlement moratorium,Israel’s settlement moratorium has made a difference on the ground and improved the atmosphere for talks.
resistance,The slaughter of innocent Israelis is not resistance; it is injustice.
affiliates safe,"While drawing down in Iraq, we have refocused on defeating Al-Qaida and denying its affiliates safe havens."
lead,"But there are also challenges that we share in common as  leaders and as nations.
"
lead,"We can have an agreement that will lead to a new State Member of the United Nations.
"
lead,"We see leaders abolishing term limits, crackdowns on civil society and corruption."
lead,"There is no right more fundamental than the right to choose your leaders and decide your destiny.
"
lead,"He said: 'When dissidents are imprisoned and protesters are beaten, remember your own history' 'That belief will guide America’s leadership in the twenty-first century'
The founding of the United Nations itself is a 'testament to human progress', says U.N. Secretary-General Ban Ki-moon."
innocent israelis,The slaughter of innocent Israelis is not resistance; it is injustice.
president barack,President Barack Obama spoke to the U.S. House of Representatives today.
president barack,President Barack Obama has called on Americans to stand up for freedom.
president barack,"U.S. President Barack Obama: 'We must choose a better history'
"
god,"As Robert Kennedy said, “the individual man, the child of God, is the touchstone’
Human rights have never gone unchallenged —                 not in any of our nations, not in our world."
unshakeable,"America's commitment to Israel's security is unshakeable, says President Obama."
broken,"Ten years ago, there was an open wound and twisted steel; a broken heart in the centre of New York."
international,More nations have stepped forward to maintain international peace and security.
year,"At the end of this year, America’s military operation in Iraq will be over.
"
year,"By the end of this year, that number will be cut in half, and it will continue to decline.
"
year,"Ten years ago, there was an open wound and twisted steel; a broken heart in the centre of New York."
year,This year has been a time of extraordinary transformation.
year,"One year ago, the prospect of a successful referendum in South Sudan was in doubt.
"
year,"One year ago, the people of Côte d’Ivoire approached a landmark election."
year,"One year ago, Egypt had known one President for nearly 30 years."
year,"One year ago, the people of Libya were ruled by the world’s longest-serving dictator."
year,Forty-two years of                 tyranny were ended in six months.
year,This has been a remarkable year.
year,"One year ago, I called for an independent Palestine."
year,"One year later, despite extensive efforts by America and others, the parties have not bridged their differences.
"
year,"Three years ago, we were confronted with the worst financial crisis in eight decades."
demands,We must not put off action that climate change demands.
stop,"Let us show that the life of a child in Somalia is as precious as any other"" ""To stop disease that spreads across borders, we must strengthen our system of public health,"" he says.
"
zero,"Today, as a new tower is rising at Ground Zero, it symbolizes New York’s renewal, even as Al-Qaida is under more pressure than ever before.
"
lift,"To lift the spectre of mass destruction, we must pursue the peace and security of a world without nuclear weapons.
"
peace,I would like to talk about the pursuit of peace in an imperfect world.
peace,A lasting peace depends upon a sense of justice and opportunity.
peace,"Peace is hard, but our people demand it."
peace,"Peace is hard, but our people demand it."
peace,More nations have stepped forward to maintain international peace and security.
peace,But let us remember: Peace is hard.
peace,U.S. supports Yemen's aspirations and hopes for a peaceful transition of power.
peace,"America is a close friend of Bahrain and will continue to call on the Government and the main opposition bloc to pursue a peaceful dialogue.
"
peace,But I also said that a genuine peace can be realized only between the Israelis and the Palestinians.
peace,"Ultimately, peace depends upon compromise among people who must live together."
peace,"Any lasting peace must acknowledge the real security concerns that Israel faces every day, he adds.
"
peace,"The measure of our actions must always be whether they advance the right of Israeli and Palestinian children to live lives of peace and security.
"
peace,"Peace is not just the absence of war, it is also security, dignity and opportunity."
peace,"To lift the spectre of mass destruction, we must pursue the peace and security of a world without nuclear weapons.
"
peace,The Iranian Government cannot demonstrate that its programme is peaceful.
peace,It has not met its obligations and rejects offers that would provide it with peaceful nuclear power.
peace,"Peace is hard, but we know that it is possible."
peace,"Ban: Peace defined by hopes and not by fears, and a peace that will last."
peace,"Let us make peace — but a peace, most importantly, that will last."
world,I would like to talk about the pursuit of peace in an imperfect world.
world,"The United Nations helped avert a third world war.
"
world,"When the incumbent lost and refused to respect the results, the world refused to look the other way."
world,"For 18 days, the eyes of the world were glued to Tahrir Square.
"
world,"One year ago, the people of Libya were ruled by the world’s longest-serving dictator."
world,"Israel, a small country of less than 8 million people, looks out at a world where leaders of much larger nations threaten to wipe it off of the map."
world,"To lift the spectre of mass destruction, we must pursue the peace and security of a world without nuclear weapons.
"
world,"No country can afford the corruption that plagues the world.
"
world,No country can afford the corruption that plagues the world like a cancer.
world,Heads of governments from all over the world gather in London for the G20 summit.
power,Youth are delivering a powerfulrebuke to dictatorship.
power,We supported a transfer of power that would be responsive to the Syrian people.
power,U.S. supports Yemen's aspirations and hopes for a peaceful transition of power.
power,It has not met its obligations and rejects offers that would provide it with peaceful nuclear power.
power,We have to tap the power of science to save those resources that are scarce.
power,We must harness the power of open societies and open economies.
power,"Together, we must harness the power of open societies and open economies.
"
obama,U.S. President Barack Obama:
obama,Obama:
obama,"When Obama took office, roughly 180,000 Americans were serving in Iraq and Afghanistan."
obama,"America's commitment to Israel's security is unshakeable, says President Obama."
obama,"President Obama: ""Our common humanity is at stake."
years,"Ten years ago, there was an open wound and twisted steel; a broken heart in the centre of New York."
years,"One year ago, Egypt had known one President for nearly 30 years."
years,Forty-two years of                 tyranny were ended in six months.
years,"Three years ago, we were confronted with the worst financial crisis in eight decades."
combat,"To combat poverty, we must act on the belief that freedom from want is a human right."
g20,Heads of governments from all over the world gather in London for the G20 summit.
new tower,"Today, as a new tower is rising at Ground Zero, it symbolizes New York’s renewal, even as Al-Qaida is under more pressure than ever before.
"
provide,It has not met its obligations and rejects offers that would provide it with peaceful nuclear power.
spreads,"Let us show that the life of a child in Somalia is as precious as any other"" ""To stop disease that spreads across borders, we must strengthen our system of public health,"" he says.
"
world refused,"When the incumbent lost and refused to respect the results, the world refused to look the other way."
stand,"The question for us is clear: Will we stand with the Syrian people or with their oppressors?
"
stand,"America does not expect to agree with every party or person who expresses themselves politically, but we will always stand up for the universal rights."
libya took,"The leaders of a new Libya took their                 rightful place beside us.
"
science,We have to tap the power of science to save those resources that are scarce.
coalition halted,NATO-led coalition halted Al-Qadhafi’s forces in their tracks.
days,"For 18 days, the eyes of the world were glued to Tahrir Square.
"
office,"When Obama took office, roughly 180,000 Americans were serving in Iraq and Afghanistan."
longest,"One year ago, the people of Libya were ruled by the world’s longest-serving dictator."
imposed,The U.S. has imposed strong sanctions on Syria’s leaders.
stepped,More nations have stepped forward to maintain international peace and security.
bloc,"America is a close friend of Bahrain and will continue to call on the Government and the main opposition bloc to pursue a peaceful dialogue.
"
18,"When Obama took office, roughly 180,000 Americans were serving in Iraq and Afghanistan."
18,"For 18 days, the eyes of the world were glued to Tahrir Square.
"
centre,"Ten years ago, there was an open wound and twisted steel; a broken heart in the centre of New York."
supported,We supported a transfer of power that would be responsive to the Syrian people.
children,"The measure of our actions must always be whether they advance the right of Israeli and Palestinian children to live lives of peace and security.
"
united states,"The Security Council, led by the United States and Nigeria, came together to support the will of the people.
"
theirs,No country can realize its potential if half its population cannot reach theirs.
elections,The people of Tunisia are preparing for elections that will move them one step closer to democracy.
elections,"Those rights depend on elections that are free and fair, governance that istransparent and accountable, respect for the rights of women and minorities.
"
crisis,"Three years ago, we were confronted with the worst financial crisis in eight decades."
crisis,"Today, we confront the challenges that have followed on the heels of that crisis."
heads,Heads of governments from all over the world gather in London for the G20 summit.
regime,"Now is the time for the Security Council to sanction the Syrian regime.
"
humiliating grip,The humiliating grip of corruption and tyranny is being pried open.
says,"The attacks are an assault on the ideals upon which the U.N. was founded, says U.S. Ambassador to the United Nations Chris Stevens."
says,"""We must speak honestly about the deeper causes of the crisis,"" he says.
"
says,"The future must not belong to those who slander the Prophet of Islam, he says."
says,President Barack Obama says he remains hopeful about the world we live in.
says,"President Obama: ""For every angry mob that gets shown on television, there are billions around the world who share similarhopes and dreams"" ""The United States of America will always stand up for these aspirations, for our own people and for people all across the world""
Chris Stevens’s legacy will live on in the lives that he touched, says President Obama."
says,"“The United States of America will always stand up for these aspirations, for our own people and for people across the world,” he says.
"
says,"""e of liberty will never be reversed,"" says President Barack Obama."
west,The events of the past two weeks also speak to the need for all of us to honestly address the tensions between the West and the Arab world.
west,"It is time to marginalize those who use hatred of America, or the West, or Israel, as the central organizing principle of politics."
west,"That brand of politics, one that pits East against West, South against North, Muslims against Christians and Hindus and Jews, cannot deliver on the promise of freedom.
"
west,The impulse towards tolerance and violence may initially be focused on the West.
barack obama,President Barack Obama defends the right to free speech in the US.
barack obama,President Barack Obama says he remains hopeful about the world we live in.
barack obama,"""e of liberty will never be reversed,"" says President Barack Obama."
peace corps,He joined the Peace Corps and taught English in Morocco.
people,"He helped the Libyan people as they coped with violent conflict.
"
people,We are grateful for the assistance we received from the Libyan Government and the Libyan people.
people,We intervened in Libya alongside a broad coalition with the mandate of the U.N. Security Council because we believed that the people were more powerful than a corrupt status quo.
people,"And even as there will be huge challenges that come with a transition to democracy, I am convinced that, progressively, Government of the people, by the people and for the people is more likely to bring about the stability, prosperity and security.
"
people,"Around the globe, people are making their voices heard, insisting on their innate dignity and the right to determine their future."
people,"In hard economic times, countries may be tempted to rally the people around perceived enemies at home and abroad."
people,He said: 'I accept that people are going to call me awful things every day.
people,"In Syria, the future must not belong to a dictator who massacres his people.
"
people,"In Syria, the future must not belong to a dictator                who massacres his people."
people,"From Brazil to South Africa, Turkey to South Korea, from India to Indonesia, people of different races, religions and traditions have lifted millions out of poverty.
"
people,"President Obama: ""For every angry mob that gets shown on television, there are billions around the world who share similarhopes and dreams"" ""The United States of America will always stand up for these aspirations, for our own people and for people all across the world""
Chris Stevens’s legacy will live on in the lives that he touched, says President Obama."
people,"“The United States of America will always stand up for these aspirations, for our own people and for people across the world,” he says.
"
united,"The attacks are an assault on the ideals upon which the U.N. was founded, says U.S. Ambassador to the United Nations Chris Stevens."
united,"Today, we must declare that such violence                and intolerance has no place among our United Nations.
"
united,"Europe, the bloodiest battlefield of the twentieth century, is united, free and at peace."
united,"President Obama: ""For every angry mob that gets shown on television, there are billions around the world who share similarhopes and dreams"" ""The United States of America will always stand up for these aspirations, for our own people and for people all across the world""
Chris Stevens’s legacy will live on in the lives that he touched, says President Obama."
united,"“The United States of America will always stand up for these aspirations, for our own people and for people across the world,” he says.
"
stevens,"Chris Stevens was born in Grass Valley, California, the son of a lawyer and a musician."
stevens,"Two weeks ago, Chris Stevens travelled to Benghazi to review plans to establish a new cultural center and modernize a hospital."
stevens,"The attacks are an assault on the ideals upon which the U.N. was founded, says U.S. Ambassador to the United Nations Chris Stevens."
stevens,"President Obama: ""For every angry mob that gets shown on television, there are billions around the world who share similarhopes and dreams"" ""The United States of America will always stand up for these aspirations, for our own people and for people all across the world""
Chris Stevens’s legacy will live on in the lives that he touched, says President Obama."
protest,It has been less than two years since a vendor in Tunisia set himself on fire to protest oppressive corruption.
protest,"In less than two years, we have seen largely peaceful protests in Muslim-majority countries.
"
protest,"If there is a cause that cries out for protest in the world today, peaceful protest, it is a regime that tortures children."
freedom,We have taken those positions because we believe that freedom and self-determination are not unique to one culture.
freedom,"That brand of politics, one that pits East against West, South against North, Muslims against Christians and Hindus and Jews, cannot deliver on the promise of freedom.
"
freedom,"We are not giving up on freedom"""
peaceful,"In less than two years, we have seen largely peaceful protests in Muslim-majority countries.
"
peaceful,"If there is a cause that cries out for protest in the world today, peaceful protest, it is a regime that tortures children."
peaceful,"Time and again, it has failed to take the opportunity to demonstrate that its nuclear programme is peaceful."
awful things,He said: 'I accept that people are going to call me awful things every day.
partnerships,"New partnerships have been forged to combat corruption and promote open government.
"
began,"We must remain engaged to ensure that what began with citizens demanding their rights does not end in sectarian violence.
"
restricted,"That democratic spirit has not been restricted to the Arab world.
"
saudi arabia,"As a diplomat, he worked from Egypt to Syria, from Saudi Arabia to Libya."
arab world,"That democratic spirit has not been restricted to the Arab world.
"
arab world,The events of the past two weeks also speak to the need for all of us to honestly address the tensions between the West and the Arab world.
security,We intervened in Libya alongside a broad coalition with the mandate of the U.N. Security Council because we believed that the people were more powerful than a corrupt status quo.
security,"And even as there will be huge challenges that come with a transition to democracy, I am convinced that, progressively, Government of the people, by the people and for the people is more likely to bring about the stability, prosperity and security.
"
security,It would threaten the security of Gulf nations and stability of the global economy.
quo,We intervened in Libya alongside a broad coalition with the mandate of the U.N. Security Council because we believed that the people were more powerful than a corrupt status quo.
quo,"dictators who cling to power, corrupt interests that depend upon the status quo, and extremists who fan the flames of hate and division.
"
seen largely,"In less than two years, we have seen largely peaceful protests in Muslim-majority countries.
"
different races,"From Brazil to South Africa, Turkey to South Korea, from India to Indonesia, people of different races, religions and traditions have lifted millions out of poverty.
"
south korea,"From Brazil to South Africa, Turkey to South Korea, from India to Indonesia, people of different races, religions and traditions have lifted millions out of poverty.
"
nations chris,"The attacks are an assault on the ideals upon which the U.N. was founded, says U.S. Ambassador to the United Nations Chris Stevens."
race,"It risks triggering a nuclear-arms race in the region.
"
race,"From Brazil to South Africa, Turkey to South Korea, from India to Indonesia, people of different races, religions and traditions have lifted millions out of poverty.
"
worked,"As a diplomat, he worked from Egypt to Syria, from Saudi Arabia to Libya."
worked,The U.S. has worked with African leaders to help them feed their nations.
millions,"From Brazil to South Africa, Turkey to South Korea, from India to Indonesia, people of different races, religions and traditions have lifted millions out of poverty.
"
dignity,"Around the globe, people are making their voices heard, insisting on their innate dignity and the right to determine their future."
benghazi,"Two weeks ago, Chris Stevens travelled to Benghazi to review plans to establish a new cultural center and modernize a hospital."
benghazi,The attacks on the American civilians in Benghazi                were attacks on America.
live,"That brand of politics, one that pits East against West, South against North, Muslims against Christians and Hindus and Jews, cannot deliver on the promise of freedom.
"
live,President Barack Obama says he remains hopeful about the world we live in.
live,"President Obama: ""For every angry mob that gets shown on television, there are billions around the world who share similarhopes and dreams"" ""The United States of America will always stand up for these aspirations, for our own people and for people all across the world""
Chris Stevens’s legacy will live on in the lives that he touched, says President Obama."
united,The leaders who built the United Nations were not naive.
united,He says drones are limited to those who pose an imminent threat to the United States.
united,"What is the role of the United Nations and international law in meeting cries for justice?
"
united,"At the same time, the United States is blamed for failing to do enough to solve the region’s problems.
"
united,"The United States of America is prepared to use all elements of our power, including military force, to secure our core interests in the region."
united,"The U.S. will work to address the root causes of terror, but when it is necessary to defend the United States against terrorist attack, it will take direct action."
united,"On the other hand, Americans see an Iranian Government that has declared the United States an enemy."
united,"I am directing John Kerry to pursue this                 effort with the Iranian Government, in close cooperation with the European Union, the United Kingdom, France, Germany, Russia and China."
united,"The United States will never compromise its commitment to Israel’s security, nor its support for its existence as a Jewish State."
united,"The United States remains committed to the belief that the Palestinian people have a right to live in their own sovereign State.
"
united,"The United States, like others, was struck by the speed of transition."
united,"While the United Nations was designed to prevent wars between States, increasingly we face the challenge of preventing slaughter within States.
"
united,I know what side of history I want the United States of America to be on.
region,The situation in Syria mirrors a contradiction that has persisted in the region for decades.
region,The U.S. is chastised for meddling in the region and accused of having a hand in conspiracies.
region,"At the same time, the United States is blamed for failing to do enough to solve the region’s problems.
"
region,"The United States of America is prepared to use all elements of our power, including military force, to secure our core interests in the region."
region,We will ensure the free flow of energy from the region to the world.
region,"The world still depends upon the region’s energy supply and a severe disruption could destabilize the entire global economy.
"
region,"We reject the development of nuclear weapons that could trigger a nuclear arms race in the region.
"
region,"Israeli Prime Minister Netanyahu has released Palestinian prisoners and reaffirmed his commitment to a Palestinian State.
Trade and commerce between Israelis and Arabs could be an engine of growth and opportunity at a time when too many young people in the region areanguishing without work."
region,"And while we recognize that our influence will at times be limited, we will be engaged in the region for the long haul.
"
united states,He says drones are limited to those who pose an imminent threat to the United States.
united states,"At the same time, the United States is blamed for failing to do enough to solve the region’s problems.
"
united states,"The United States of America is prepared to use all elements of our power, including military force, to secure our core interests in the region."
united states,"The U.S. will work to address the root causes of terror, but when it is necessary to defend the United States against terrorist attack, it will take direct action."
united states,"On the other hand, Americans see an Iranian Government that has declared the United States an enemy."
united states,"The United States will never compromise its commitment to Israel’s security, nor its support for its existence as a Jewish State."
united states,"The United States remains committed to the belief that the Palestinian people have a right to live in their own sovereign State.
"
united states,"The United States, like others, was struck by the speed of transition."
united states,I know what side of history I want the United States of America to be on.
obama,"The U.S. is shifting away from a perpetual war, President Barack Obama says."
obama,Obama:
obama,"We are committed to working this political track, says President Obama."
obama,"America is exceptional in its willingness to stand up for the people, says President Obama."
obama,U.S. President Barack Obama says the international community must take responsibility for the rights of individuals.
resolve,"They gave us this institution, believing that it could allow us to resolve conflicts and enforce rules of behaviour.
"
resolve,"If we can resolve the issue of Iran’s nuclear programme, that can serve as a major step down the road towards a different relationship.
"
resolve,America prefers to resolve its concerns over Iran’s nuclear programme peacefully.
defend,"The U.S. will work to address the root causes of terror, but when it is necessary to defend the United States against terrorist attack, it will take direct action."
international,The international community has not matched the scale of the challenge in Syria.
international,"What is the role of the United Nations and international law in meeting cries for justice?
"
international,"The U.S., Russia and our allies have reached an agreement to place Syria’s chemical weapons under international control and then destroy them.
"
international,The U.N. eached an agreement to place Syria’s chemical weapons under international control and then destroy them.
international,The time is now ripe for the entire international community to get behind peace.
international,"There will be times when the breakdown of societies is so great and violence against civilians so substantial, that the international community will be called upon to act."
international,The principle of sovereignty is at the centre of our international order.
international,U.S. President Barack Obama says the international community must take responsibility for the rights of individuals.
believe,I do not believe that military action by those within Syria or by external Powers can achieve a lasting peace.
believe,"The roadblocks may prove to be too great, but I                 firmly believe that the diplomatic path must be tested.
"
believe,We believe that they are the birthright of every person.
believe,"I believe that America must remain engaged, but I also believe that the world  is better for it.
"
believe,"But does anyone truly believe that the situation in Libya would be better if Al-Qadhafi had been allowed to kill, imprison or brutalize his people?
"
government,The Syrian Government took a first step by giving an accounting of its stockpiles.
government,"On the other hand, Americans see an Iranian Government that has declared the United States an enemy."
government,"He says he is directing John Kerry to pursue this effort with the Irani government.
"
government,"I am directing John Kerry to pursue this                 effort with the Iranian Government, in close cooperation with the European Union, the United Kingdom, France, Germany, Russia and China."
government,The interim Government that replaced him responded to the desires of millions of Egyptians.
long,"Iran has long complained of a history of U.S. interference in their affairs.
"
long,Iranians have long complained of a history of U.S interference in their affairs.
long,"And while we recognize that our influence will at times be limited, we will be engaged in the region for the long haul.
"
long,We understand that such long-standing issues cannot be solved by outsiders; they must be addressed by Muslim communities themselves.
long,"He says the U.S. has a long way to go before it can be a model for the world.
"
community,The international community has not matched the scale of the challenge in Syria.
community,The time is now ripe for the entire international community to get behind peace.
community,"There will be times when the breakdown of societies is so great and violence against civilians so substantial, that the international community will be called upon to act."
community,U.S. President Barack Obama says the international community must take responsibility for the rights of individuals.
community,"That is why we remain convinced that this community of nations can deliver a more peaceful, prosperous, and just world to the next generation."
energy,We will ensure the free flow of energy from the region to the world.
energy,"The world still depends upon the region’s energy supply and a severe disruption could destabilize the entire global economy.
"
energy,"We respect the right of the Iranian people to access peaceful nuclear energy.
"
gassed,A leader who has slaughtered his own citizens and gassed his own children cannot regain the legitimacy to lead.
bombers outside,"In Pakistan, nearly 100 people were recently killed by suicide bombers outside a church."
propped,"Al-Assad’s traditional allies have propped him up.
"
prefers,America prefers to resolve its concerns over Iran’s nuclear programme peacefully.
joined,"And in Libya, when the Security Council provided a mandate to protect civilians, America joined a coalition that took action.
"
ireland,"We have seen  progressivelygrinding conflicts come to an end before, most recently in Northern Ireland.
"
prime minister,"Israeli Prime Minister Netanyahu has released Palestinian prisoners and reaffirmed his commitment to a Palestinian State.
Trade and commerce between Israelis and Arabs could be an engine of growth and opportunity at a time when too many young people in the region areanguishing without work."
proved unwilling,"Mohammed Morsi was democratically elected, but proved unwilling or unable to govern in a way that was fully inclusive."
future,U.S. Secretary of State John Kerry says the world has an abiding interest in making sure that Iran meets its responsibilities in the future.
future,"The future that the Middle East and North Africa deserve is one where they can focus on opportunity.
"
future,"We look to the future not with fear, but with hope."
killings,"In Iraq, killings and car bombs continue to be a terrible part of life.
"
body,They did not think that this body could eradicate all wars.
americas,"That is what is happening in Asia and Africa, it is happening                 in Europe and the Americas."
increasingly,"Russia and Iran must realize that insisting on Al-Assad’s rule will lead directly to an increasingly violent space for extremists to operate in.
"
increasingly,"While the United Nations was designed to prevent wars between States, increasingly we face the challenge of preventing slaughter within States.
"
firmly believe,"The roadblocks may prove to be too great, but I                 firmly believe that the diplomatic path must be tested.
"
behaviour,"They gave us this institution, believing that it could allow us to resolve conflicts and enforce rules of behaviour.
"
russia,Russia’s actions in Ukraine have challenged that post-war order.
russia,"Russia poured arms into eastern Ukraine, fuelling violent separatists."
russia,"When a civilian airliner was shot down, Russia refused to allow access to the crash site.
"
russia,"The United States and Russia have been able to do in past years to reduce our nuclear stockpiles.
"
conflict,Sectarian conflict creates the conditions terrorists prey upon.
conflict,Christianity endured centuries of sectarian conflict.
conflict,We will increase efforts to lift  up those who counter extremist ideologies and who seek to resolve sectarian conflict.
united nations,United Nations with a choice to make.
united nations,Will the nations represented here today be able to renew the purpose of the United Nations?
dictates,"If young people live in places where the only option is between dictates of a State or the lure of an extremist underground, then no counterterrorism strategy can succeed."
nearly 200,"A brutal civil war in Syria has already killed nearly 200,000 people."
america,"For America, the choice is clear — we choose hope over fear.
"
america,America stands for something different.
america,"America and our allies will support the people of Ukraine as they develop democracy and economy.
"
america,"America is deploying its doctors and scientists to help contain the outbreak of Ebola.
"
america,America is pursuing a diplomatic resolution to the Iranian nuclear issue.
america,America is committed to a development agenda that eradicates extreme poverty by 2030.
america,America is pursuing ambitious reductions in carbon emissions.
america,I have made it clear that America will not base its entire foreign policy on reacting to terrorism.
america,The United States of America will work with a broad coalition to dismantle that network of death.
america,"But America will be a respectful and constructive partner.
"
america,I realize that America’s critics will be quick to point  out that at times we too have failed to live up to our ideals.
america,"But we welcome the scrutiny of the world, because  what you see in America is a country that has steadily worked to address our problems.
"
america,"America is not the same as it was 100 years ago, 50 years ago or even a decade ago."
war,We come together at a                 crossroads between war and peace.
war,"The shadow of the Second World War has been lifted.
"
war,Russia’s actions in Ukraine have challenged that post-war order.
war,"At the same time, we have reaffirmed again and again that the United States is not and never will be at war with Islam.
"
war,Belief in permanent religious war is the refuge of extremists.
war,"Mothers, sisters and daughters have been subjected to rape as a weapon of war."
war,It is time for a new compact among the civilized peoples of this world to eradicate war at its most fundamental source.
war,"A brutal civil war in Syria has already killed nearly 200,000 people."
war,"Around the world, young people are moving forward,  hungry for a better world.
"
war,"Around the world, young people are moving forward,                 hungry for a better world, he says."
says,"He says the international system has failed to keep pace with an interconnected world.
"
says,"Terrorism is not a new weapon, says President Kennedy."
says,"Muslim world must focus on extraordinary potential of their people, especially youth, says Obama."
says,"You come from a great tradition that stands for education, not destruction, he says."
says,President Obama says the status quo in the West Bank and Gaza is not sustainable.
says,"He says the U.S. will stand up for the principle that Israelis, Palestinians, and the region will be more just and more safe.
"
says,"Around the world, young people are moving forward,                 hungry for a better world, he says."
young,"If young people live in places where the only option is between dictates of a State or the lure of an extremist underground, then no counterterrorism strategy can succeed."
young,"We see that in Iraq, where a young man started a library for his peers.
"
young,I have seen a longing for positive change in the eyes of young people around the globe.
young,"Around the world, young people are moving forward,  hungry for a better world.
"
young,"Around the world, young people are moving forward,                 hungry for a better world, he says."
come,We come together at a                 crossroads between war and peace.
come,Will we come together to reject the cancer of violent extremism?
come,"Today it is violence within Muslim communities that has become the source of misery.
"
come,Iraq has come perilously close to plunging back into the abyss.
come,"You come from a great tradition that stands for education, not destruction, he says."
come,"But we welcome the scrutiny of the world, because  what you see in America is a country that has steadily worked to address our problems.
"
come,"They remind me that no matter who you are or where you come from or what you look like, there is something fundamental we all share."
young people,"If young people live in places where the only option is between dictates of a State or the lure of an extremist underground, then no counterterrorism strategy can succeed."
young people,I have seen a longing for positive change in the eyes of young people around the globe.
young people,"Around the world, young people are moving forward,  hungry for a better world.
"
young people,"Around the world, young people are moving forward,                 hungry for a better world, he says."
united states,"The United States and Russia have been able to do in past years to reduce our nuclear stockpiles.
"
united states,"At the same time, we have reaffirmed again and again that the United States is not and never will be at war with Islam.
"
united states,The United States of America will work with a broad coalition to dismantle that network of death.
lines,"The future of humankind depends on our uniting against those who would divide us along the fault lines of tribe, race or religion.
"
religious,Belief in permanent religious war is the refuge of extremists.
religious,"Religious minorities have been starved to death.
"
eastern ukraine,"Russia poured arms into eastern Ukraine, fuelling violent separatists."
weekly travel,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery.
signposts,"Around the globe, there are signposts of progress."
40 nations,More than 40 nations have already offered to join the coalition.
external power,No external power can bring about a transformation of hearts and minds.
fall,We fight for our ideals and we are willing to criticize ourselves when we fall short.
responsibility,"All people of faith have a responsibility to lift up the value of Islam.
"
responsibility,The Security Council will adopt a resolution that underscores the responsibility of States to counter violent extremism.
america stands,America stands for something different.
meets iran,"We can reach a solution that meets Iran’s energy needs while reassuring the world.
"
enabled,We can renew                 the international system that has enabled so much progress.
starved,"Religious minorities have been starved to death.
"
succeed,"But science tells us that we can succeed in combating climate change only if we are joined in that effort by every other nation.
"
succeed,"If young people live in places where the only option is between dictates of a State or the lure of an extremist underground, then no counterterrorism strategy can succeed."
network,The United States of America will work with a broad coalition to dismantle that network of death.
snapshots,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery.
clear,"For America, the choice is clear — we choose hope over fear.
"
clear,"The United States and Russia have been able to do in past years to reduce our nuclear stockpiles.
"
clear,America is pursuing a diplomatic resolution to the Iranian nuclear issue.
clear,I have made it clear that America will not base its entire foreign policy on reacting to terrorism.
peacefully,"We will insist that all nations abide by the rules of the road and resolve territorial disputes peacefully.
"
hateful,"Those who continue to fight for a hateful cause will find that they are increasingly alone.
"
wind,"We have learned to cure disease and harness the power of the wind and the sun.
"
children,Innocent children have been gunned down.
children,"No children                 are born hating, and no children anywhere should be                 educated to hate other people.
"
eyes,I have seen a longing for positive change in the eyes of young people around the globe.
return,"In effect, they are arguing for a return to the rules that applied for most of human history and that predate this institution.
"
return,"But I stand before the Assembly today believing in my core that we, the nations of the world, cannot return to the old ways of conflict and coercion."
return,"After so much bloodshed, so much carnage, there cannot be a return to the pre-war status quo."
united,"Seventy years after the founding of the United Nations it is worth reflecting on what the members of this body, working together, have helped to achieve."
united,"Out of the ashes of the Second World War, the United States has worked with many nations in the Assembly to prevent a third world war.
"
united,There are those who argue that the ideals enshrined in the Charter of the United Nations are unachievable or out of date.
united,"He says the only strength that matters for the United States is bellicose words and military force.
"
united,"For 50 years, the United States pursued a Cuba policy that failed to improve the lives of the Cuban people."
united,"The United States makes no apologies for using our military, as part of a broad coalition, to go after them."
united,Democracy in the United States is certainly imperfect.
united,The people of our United Nations are not as different as they have been told.
united,That is what those who shaped the United Nations 70 years ago understood.
states,"Out of the ashes of the Second World War, the United States has worked with many nations in the Assembly to prevent a third world war.
"
states,Today we are seeing the collapse of strongmen and fragile States breeding conflict.
states,"He says the only strength that matters for the United States is bellicose words and military force.
"
states,"For 50 years, the United States pursued a Cuba policy that failed to improve the lives of the Cuban people."
states,"The United States makes no apologies for using our military, as part of a broad coalition, to go after them."
states,Democracy in the United States is certainly imperfect.
today,Today we are seeing the collapse of strongmen and fragile States breeding conflict.
today,"But I stand before the Assembly today believing in my core that we, the nations of the world, cannot return to the old ways of conflict and coercion."
today,"In today’s world, dictatorships are unstable."
today,The strongmen of today become the spark of revolution tomorrow.
premised,"Our systems are premised on the notion that absolute power will corrupt.
"
basic principles,"But like every nation gathered here, we have an interest in upholding the basic principles of freedom of navigation and the free flow of commerce.
"
tain,The aim was to make sure the country could not obtain a nuclear weapon.
tain,"The result is a deal that prevents Iran from obtaining such a weapon.
"
tain,The commitments we have made to the Sustainable Development Goals speak to this truth.
tain,Democracy in the United States is certainly imperfect.
tain,U.N. tain ideas and principles that are universal.
revolution,The strongmen of today become the spark of revolution tomorrow.
international,It is that international order that has underwritten unparalleled advances in human liberty and prosperity.
international,This increasing scepticism of our international order can also be found in the most advanced democracies.
